timestamp,open,high,low,close,volume
2025-06-02T09:15:00+05:30,55598.25,55787.1,55452.1,55468.65,0
2025-06-02T09:20:00+05:30,55469.1,55488.1,55400.55,55475.0,0
2025-06-02T09:25:00+05:30,55472.15,55573.85,55449.05,55502.35,0
2025-06-02T09:30:00+05:30,55501.45,55570.05,55450.95,55526.6,0
2025-06-02T09:35:00+05:30,55528.9,55604.3,55482.55,55603.2,0
2025-06-02T09:40:00+05:30,55603.25,55683.35,55603.25,55647.85,0
2025-06-02T09:45:00+05:30,55646.1,55651.4,55598.35,55611.7,0
2025-06-02T09:50:00+05:30,55615.0,55636.8,55584.8,55593.45,0
2025-06-02T09:55:00+05:30,55590.2,55596.35,55537.9,55582.15,0
2025-06-02T10:00:00+05:30,55580.55,55586.75,55523.4,55554.75,0
2025-06-02T10:05:00+05:30,55558.25,55610.45,55545.85,55599.55,0
2025-06-02T10:10:00+05:30,55599.7,55626.3,55571.2,55585.25,0
2025-06-02T10:15:00+05:30,55585.55,55586.8,55553.9,55577.85,0
2025-06-02T10:20:00+05:30,55578.0,55598.45,55551.5,55589.95,0
2025-06-02T10:25:00+05:30,55588.8,55603.65,55569.65,55599.4,0
2025-06-02T10:30:00+05:30,55600.25,55610.7,55579.95,55595.5,0
2025-06-02T10:35:00+05:30,55594.7,55637.35,55579.7,55632.75,0
2025-06-02T10:40:00+05:30,55635.05,55677.4,55622.75,55662.55,0
2025-06-02T10:45:00+05:30,55666.3,55686.45,55632.6,55669.05,0
2025-06-02T10:50:00+05:30,55670.3,55679.15,55612.6,55625.7,0
2025-06-02T10:55:00+05:30,55626.85,55644.0,55607.8,55639.15,0
2025-06-02T11:00:00+05:30,55639.05,55665.1,55625.55,55657.45,0
2025-06-02T11:05:00+05:30,55661.45,55669.85,55613.75,55618.05,0
2025-06-02T11:10:00+05:30,55618.9,55633.35,55605.95,55615.7,0
2025-06-02T11:15:00+05:30,55616.55,55652.8,55572.85,55649.75,0
2025-06-02T11:20:00+05:30,55645.15,55674.35,55629.45,55635.4,0
2025-06-02T11:25:00+05:30,55635.5,55645.1,55604.95,55637.25,0
2025-06-02T11:30:00+05:30,55641.75,55645.25,55616.35,55636.45,0
2025-06-02T11:35:00+05:30,55637.55,55656.25,55622.4,55652.65,0
2025-06-02T11:40:00+05:30,55646.4,55702.85,55642.6,55649.85,0
2025-06-02T11:45:00+05:30,55650.75,55706.95,55642.3,55697.25,0
2025-06-02T11:50:00+05:30,55699.7,55714.15,55679.4,55681.1,0
2025-06-02T11:55:00+05:30,55683.65,55722.2,55680.65,55712.55,0
2025-06-02T12:00:00+05:30,55711.25,55742.25,55703.1,55737.3,0
2025-06-02T12:05:00+05:30,55738.25,55752.2,55705.15,55708.4,0
2025-06-02T12:10:00+05:30,55707.1,55730.9,55694.4,55726.1,0
2025-06-02T12:15:00+05:30,55725.1,55744.5,55690.25,55724.45,0
2025-06-02T12:20:00+05:30,55728.7,55748.75,55701.2,55712.05,0
2025-06-02T12:25:00+05:30,55712.45,55727.15,55691.7,55723.2,0
2025-06-02T12:30:00+05:30,55727.5,55804.6,55717.8,55802.6,0
2025-06-02T12:35:00+05:30,55803.75,55829.6,55765.0,55828.0,0
2025-06-02T12:40:00+05:30,55831.1,55831.9,55788.8,55818.75,0
2025-06-02T12:45:00+05:30,55815.25,55823.45,55797.45,55809.7,0
2025-06-02T12:50:00+05:30,55809.55,55835.25,55799.95,55832.55,0
2025-06-02T12:55:00+05:30,55834.15,55834.5,55746.85,55754.65,0
2025-06-02T13:00:00+05:30,55747.25,55808.4,55747.25,55780.85,0
2025-06-02T13:05:00+05:30,55780.35,55798.6,55763.7,55781.95,0
2025-06-02T13:10:00+05:30,55780.7,55785.4,55765.35,55780.9,0
2025-06-02T13:15:00+05:30,55781.25,55796.15,55771.05,55790.1,0
2025-06-02T13:20:00+05:30,55789.7,55819.55,55778.4,55817.65,0
2025-06-02T13:25:00+05:30,55814.35,55818.3,55785.6,55789.5,0
2025-06-02T13:30:00+05:30,55791.55,55812.25,55776.35,55780.85,0
2025-06-02T13:35:00+05:30,55785.1,55861.15,55777.95,55845.95,0
2025-06-02T13:40:00+05:30,55847.9,55864.15,55825.9,55854.4,0
2025-06-02T13:45:00+05:30,55856.45,55871.35,55839.0,55840.3,0
2025-06-02T13:50:00+05:30,55841.35,55858.25,55827.85,55854.95,0
2025-06-02T13:55:00+05:30,55855.5,55873.05,55821.15,55846.25,0
2025-06-02T14:00:00+05:30,55847.35,55854.35,55819.25,55820.2,0
2025-06-02T14:05:00+05:30,55823.75,55825.25,55761.4,55780.3,0
2025-06-02T14:10:00+05:30,55784.15,55791.25,55759.05,55787.15,0
2025-06-02T14:15:00+05:30,55787.95,55795.85,55770.5,55782.25,0
2025-06-02T14:20:00+05:30,55781.45,55791.05,55757.45,55760.65,0
2025-06-02T14:25:00+05:30,55762.6,55817.15,55762.05,55790.15,0
2025-06-02T14:30:00+05:30,55788.95,55804.9,55702.75,55717.35,0
2025-06-02T14:35:00+05:30,55715.85,55754.25,55709.3,55738.1,0
2025-06-02T14:40:00+05:30,55737.9,55766.9,55725.25,55758.6,0
2025-06-02T14:45:00+05:30,55766.0,55785.8,55727.35,55779.35,0
2025-06-02T14:50:00+05:30,55778.5,55824.65,55773.9,55819.9,0
2025-06-02T14:55:00+05:30,55818.5,55884.3,55815.35,55877.2,0
2025-06-02T15:00:00+05:30,55877.95,55965.3,55877.95,55943.75,0
2025-06-02T15:05:00+05:30,55945.35,55966.3,55895.85,55920.95,0
2025-06-02T15:10:00+05:30,55923.4,55958.2,55912.1,55918.3,0
2025-06-02T15:15:00+05:30,55918.0,55921.85,55884.1,55903.15,0
2025-06-02T15:20:00+05:30,55905.0,55914.2,55874.45,55875.05,0
2025-06-02T15:25:00+05:30,55878.15,55898.0,55811.5,55862.05,0
2025-06-03T09:15:00+05:30,56104.8,56161.4,55802.45,55860.65,0
2025-06-03T09:20:00+05:30,55854.85,55882.75,55787.0,55850.3,0
2025-06-03T09:25:00+05:30,55846.1,55870.6,55784.2,55802.45,0
2025-06-03T09:30:00+05:30,55794.45,55797.55,55714.35,55770.0,0
2025-06-03T09:35:00+05:30,55770.9,55915.15,55755.65,55874.5,0
2025-06-03T09:40:00+05:30,55870.35,55890.85,55827.1,55834.15,0
2025-06-03T09:45:00+05:30,55834.2,55866.25,55813.15,55865.95,0
2025-06-03T09:50:00+05:30,55864.85,55909.35,55832.6,55836.35,0
2025-06-03T09:55:00+05:30,55832.9,55858.95,55776.05,55798.3,0
2025-06-03T10:00:00+05:30,55796.7,55855.1,55775.2,55832.7,0
2025-06-03T10:05:00+05:30,55832.65,55850.85,55813.45,55832.1,0
2025-06-03T10:10:00+05:30,55834.9,55858.0,55810.25,55841.95,0
2025-06-03T10:15:00+05:30,55843.9,55929.85,55827.15,55929.85,0
2025-06-03T10:20:00+05:30,55937.35,56005.65,55936.7,55994.7,0
2025-06-03T10:25:00+05:30,55995.05,56016.4,55937.35,55946.15,0
2025-06-03T10:30:00+05:30,55944.2,56006.45,55923.85,55967.85,0
2025-06-03T10:35:00+05:30,55967.45,55970.25,55777.5,55815.35,0
2025-06-03T10:40:00+05:30,55806.45,55825.05,55746.15,55817.45,0
2025-06-03T10:45:00+05:30,55820.45,55859.35,55801.0,55852.25,0
2025-06-03T10:50:00+05:30,55850.85,55861.35,55814.55,55830.6,0
2025-06-03T10:55:00+05:30,55832.3,55844.55,55797.25,55820.55,0
2025-06-03T11:00:00+05:30,55821.1,55834.7,55783.6,55807.6,0
2025-06-03T11:05:00+05:30,55808.2,55808.2,55768.35,55771.4,0
2025-06-03T11:10:00+05:30,55771.9,55816.3,55702.8,55706.8,0
2025-06-03T11:15:00+05:30,55709.45,55741.1,55670.55,55737.05,0
2025-06-03T11:20:00+05:30,55736.95,55749.45,55693.4,55726.95,0
2025-06-03T11:25:00+05:30,55729.85,55762.55,55684.35,55750.5,0
2025-06-03T11:30:00+05:30,55750.15,55805.3,55731.6,55785.7,0
2025-06-03T11:35:00+05:30,55785.0,55788.4,55682.5,55712.7,0
2025-06-03T11:40:00+05:30,55713.15,55720.95,55659.4,55705.25,0
2025-06-03T11:45:00+05:30,55710.9,55727.95,55675.95,55722.65,0
2025-06-03T11:50:00+05:30,55720.3,55747.25,55697.55,55741.25,0
2025-06-03T11:55:00+05:30,55740.5,55749.8,55712.7,55718.0,0
2025-06-03T12:00:00+05:30,55718.2,55735.6,55701.3,55725.75,0
2025-06-03T12:05:00+05:30,55726.9,55737.65,55678.5,55691.5,0
2025-06-03T12:10:00+05:30,55690.1,55703.8,55664.35,55680.05,0
2025-06-03T12:15:00+05:30,55683.25,55683.25,55625.7,55639.75,0
2025-06-03T12:20:00+05:30,55640.1,55642.75,55590.7,55591.75,0
2025-06-03T12:25:00+05:30,55588.8,55669.9,55584.15,55661.0,0
2025-06-03T12:30:00+05:30,55658.3,55690.5,55651.5,55682.75,0
2025-06-03T12:35:00+05:30,55684.55,55727.25,55667.15,55702.6,0
2025-06-03T12:40:00+05:30,55703.4,55709.05,55676.75,55684.7,0
2025-06-03T12:45:00+05:30,55683.25,55687.6,55596.7,55622.65,0
2025-06-03T12:50:00+05:30,55623.8,55624.3,55485.0,55520.95,0
2025-06-03T12:55:00+05:30,55519.7,55544.4,55499.45,55515.85,0
2025-06-03T13:00:00+05:30,55520.0,55548.25,55482.8,55524.9,0
2025-06-03T13:05:00+05:30,55521.25,55523.1,55455.8,55493.5,0
2025-06-03T13:10:00+05:30,55492.7,55531.25,55471.25,55523.15,0
2025-06-03T13:15:00+05:30,55523.65,55538.35,55467.7,55502.4,0
2025-06-03T13:20:00+05:30,55501.75,55561.45,55486.75,55511.65,0
2025-06-03T13:25:00+05:30,55519.2,55555.6,55492.6,55554.75,0
2025-06-03T13:30:00+05:30,55553.55,55602.6,55543.4,55593.05,0
2025-06-03T13:35:00+05:30,55592.45,55625.6,55585.95,55613.35,0
2025-06-03T13:40:00+05:30,55613.45,55618.7,55544.75,55553.0,0
2025-06-03T13:45:00+05:30,55556.05,55585.7,55526.3,55533.75,0
2025-06-03T13:50:00+05:30,55536.45,55581.6,55534.05,55572.2,0
2025-06-03T13:55:00+05:30,55573.0,55619.45,55570.9,55606.95,0
2025-06-03T14:00:00+05:30,55604.8,55631.5,55592.0,55603.4,0
2025-06-03T14:05:00+05:30,55602.3,55642.35,55599.25,55616.1,0
2025-06-03T14:10:00+05:30,55614.7,55659.45,55597.9,55647.6,0
2025-06-03T14:15:00+05:30,55650.35,55660.9,55611.45,55622.75,0
2025-06-03T14:20:00+05:30,55621.7,55647.05,55595.75,55644.5,0
2025-06-03T14:25:00+05:30,55642.95,55657.45,55593.05,55593.35,0
2025-06-03T14:30:00+05:30,55596.2,55684.05,55596.05,55680.7,0
2025-06-03T14:35:00+05:30,55680.1,55722.1,55672.25,55700.55,0
2025-06-03T14:40:00+05:30,55698.25,55719.1,55678.9,55696.0,0
2025-06-03T14:45:00+05:30,55695.45,55705.85,55643.05,55650.15,0
2025-06-03T14:50:00+05:30,55643.7,55672.35,55623.0,55649.6,0
2025-06-03T14:55:00+05:30,55648.8,55663.75,55620.25,55646.75,0
2025-06-03T15:00:00+05:30,55647.6,55684.05,55599.25,55608.85,0
2025-06-03T15:05:00+05:30,55609.6,55617.85,55582.2,55585.7,0
2025-06-03T15:10:00+05:30,55591.25,55614.05,55587.05,55600.95,0
2025-06-03T15:15:00+05:30,55598.8,55635.85,55586.3,55590.25,0
2025-06-03T15:20:00+05:30,55583.65,55604.85,55528.6,55554.75,0
2025-06-03T15:25:00+05:30,55550.4,55568.75,55525.35,55540.0,0
2025-06-04T09:15:00+05:30,55650.35,55791.0,55586.2,55607.2,0
2025-06-04T09:20:00+05:30,55604.5,55677.85,55592.35,55630.85,0
2025-06-04T09:25:00+05:30,55625.0,55671.1,55588.05,55590.35,0
2025-06-04T09:30:00+05:30,55587.45,55617.25,55527.5,55530.2,0
2025-06-04T09:35:00+05:30,55529.1,55557.3,55456.65,55496.8,0
2025-06-04T09:40:00+05:30,55497.05,55504.1,55429.25,55463.45,0
2025-06-04T09:45:00+05:30,55459.3,55491.25,55411.25,55420.55,0
2025-06-04T09:50:00+05:30,55421.95,55477.4,55408.35,55477.1,0
2025-06-04T09:55:00+05:30,55473.9,55503.55,55458.7,55501.95,0
2025-06-04T10:00:00+05:30,55503.7,55546.75,55489.5,55527.7,0
2025-06-04T10:05:00+05:30,55524.35,55558.75,55507.15,55526.1,0
2025-06-04T10:10:00+05:30,55527.4,55541.7,55500.8,55522.45,0
2025-06-04T10:15:00+05:30,55520.25,55523.1,55493.4,55508.6,0
2025-06-04T10:20:00+05:30,55508.65,55545.95,55498.9,55530.55,0
2025-06-04T10:25:00+05:30,55531.55,55553.75,55523.45,55548.25,0
2025-06-04T10:30:00+05:30,55552.35,55606.1,55552.35,55602.75,0
2025-06-04T10:35:00+05:30,55600.2,55609.0,55558.85,55566.85,0
2025-06-04T10:40:00+05:30,55567.1,55609.95,55564.85,55586.6,0
2025-06-04T10:45:00+05:30,55591.2,55641.6,55585.55,55627.45,0
2025-06-04T10:50:00+05:30,55628.05,55640.0,55606.3,55606.55,0
2025-06-04T10:55:00+05:30,55605.9,55620.65,55569.85,55616.4,0
2025-06-04T11:00:00+05:30,55616.75,55626.55,55607.95,55613.4,0
2025-06-04T11:05:00+05:30,55614.0,55636.65,55608.95,55621.85,0
2025-06-04T11:10:00+05:30,55622.05,55627.4,55586.8,55594.5,0
2025-06-04T11:15:00+05:30,55600.25,55622.25,55588.65,55620.15,0
2025-06-04T11:20:00+05:30,55620.85,55640.75,55616.8,55628.85,0
2025-06-04T11:25:00+05:30,55629.9,55658.85,55629.9,55656.95,0
2025-06-04T11:30:00+05:30,55655.05,55702.35,55655.05,55676.95,0
2025-06-04T11:35:00+05:30,55677.5,55700.1,55659.35,55663.6,0
2025-06-04T11:40:00+05:30,55663.7,55670.35,55654.5,55663.5,0
2025-06-04T11:45:00+05:30,55665.0,55680.5,55656.7,55664.4,0
2025-06-04T11:50:00+05:30,55663.6,55677.25,55650.55,55657.25,0
2025-06-04T11:55:00+05:30,55656.65,55660.75,55631.8,55660.75,0
2025-06-04T12:00:00+05:30,55661.8,55661.8,55637.5,55645.25,0
2025-06-04T12:05:00+05:30,55644.85,55679.75,55634.6,55679.75,0
2025-06-04T12:10:00+05:30,55679.05,55689.65,55660.95,55686.05,0
2025-06-04T12:15:00+05:30,55687.05,55688.05,55658.45,55675.55,0
2025-06-04T12:20:00+05:30,55675.85,55700.2,55667.75,55695.5,0
2025-06-04T12:25:00+05:30,55694.95,55695.2,55658.8,55665.15,0
2025-06-04T12:30:00+05:30,55665.3,55668.35,55624.55,55652.45,0
2025-06-04T12:35:00+05:30,55651.75,55668.9,55638.5,55650.4,0
2025-06-04T12:40:00+05:30,55649.95,55660.9,55633.85,55656.25,0
2025-06-04T12:45:00+05:30,55656.5,55661.4,55643.85,55653.9,0
2025-06-04T12:50:00+05:30,55654.9,55666.55,55643.05,55645.35,0
2025-06-04T12:55:00+05:30,55645.15,55658.15,55636.4,55647.75,0
2025-06-04T13:00:00+05:30,55651.4,55691.6,55648.95,55680.25,0
2025-06-04T13:05:00+05:30,55682.25,55684.7,55665.45,55670.6,0
2025-06-04T13:10:00+05:30,55669.75,55675.9,55641.75,55645.4,0
2025-06-04T13:15:00+05:30,55645.55,55649.05,55621.8,55627.2,0
2025-06-04T13:20:00+05:30,55626.05,55631.45,55597.2,55626.75,0
2025-06-04T13:25:00+05:30,55627.45,55647.7,55622.65,55635.9,0
2025-06-04T13:30:00+05:30,55636.45,55647.65,55613.1,55629.3,0
2025-06-04T13:35:00+05:30,55628.45,55659.65,55618.75,55645.55,0
2025-06-04T13:40:00+05:30,55645.25,55647.6,55623.8,55629.6,0
2025-06-04T13:45:00+05:30,55630.1,55647.65,55623.0,55644.85,0
